,date,uid,gender,age_group,year,books_read,genre,when_listening
1890,2019-07,XUD81,female,65+,2019,4.6,Comedy,Home
1891,2019-07,GEW80,male,18-29,2019,4.1,Business,Home
1892,2019-07,AUK56,male,50-64,2019,3.1,Podcasts,Commuting
1893,2019-07,OEI57,male,18-29,2019,3.3,Mysteries/Thrillers,Exercising
1894,2019-07,IAD29,female,18-29,2019,3.7,Podcasts,Commuting
1895,2019-07,LMK88,male,50-64,2019,1.2,Mysteries/Thrillers,Exercising
1896,2019-07,ERO80,male,65+,2019,3.4,Business,Exercising
1897,2019-07,PEO84,male,30-49,2019,2.0,Comedy,Exercising
1898,2019-07,NJY80,female,18-29,2019,1.2,Sci-Fi & Fantasy,Home
1899,2019-07,BNI06,male,18-29,2019,2.5,Podcasts,Exercising
1900,2019-08,BCK19,male,18-29,2019,4.2,Mysteries/Thrillers,Exercising
1901,2019-08,ANI81,female,18-29,2019,4.1,Podcasts,Exercising
1902,2019-08,IIG04,female,18-29,2019,4.4,Podcasts,Commuting
1903,2019-08,CPB34,male,30-49,2019,2.8,Mysteries/Thrillers,Walking/Shopping
1904,2019-08,XCD70,female,30-49,2019,4.9,Romance,Home
1905,2019-08,XOG87,male,30-49,2019,4.2,Mysteries/Thrillers,Commuting
1906,2019-08,IUF65,male,50-64,2019,1.1,Business,Exercising
1907,2019-08,VIK75,male,30-49,2019,2.7,Sci-Fi & Fantasy,Home
1908,2019-08,RQR84,male,18-29,2019,2.7,Non-fiction,Home
1909,2019-08,RJA71,male,50-64,2019,4.7,Romance,Commuting
1910,2019-08,VXR13,male,30-49,2019,1.5,Sci-Fi & Fantasy,Home
1911,2019-08,KBL53,female,50-64,2019,2.4,Podcasts,Commuting
1912,2019-08,ECQ03,male,30-49,2019,1.9,Mysteries/Thrillers,Home
1913,2019-08,FNS96,female,30-49,2019,4.0,Mysteries/Thrillers,Walking/Shopping
1914,2019-08,ZZQ24,male,30-49,2019,3.6,Sci-Fi & Fantasy,Walking/Shopping
1915,2019-08,EZL70,male,18-29,2019,3.2,Sci-Fi & Fantasy,Commuting
1916,2019-08,DFG32,female,30-49,2019,5.0,Romance,Walking/Shopping
1917,2019-08,LKC03,female,30-49,2019,3.0,Romance,Exercising
1918,2019-08,CLA50,female,65+,2019,4.2,Sci-Fi & Fantasy,Commuting
1919,2019-08,SKZ24,female,30-49,2019,4.2,Podcasts,Commuting
1920,2019-08,TIJ69,male,30-49,2019,3.4,Sci-Fi & Fantasy,Commuting
1921,2019-08,WKS63,female,30-49,2019,4.8,Non-fiction,Walking/Shopping
1922,2019-08,GCW05,male,30-49,2019,2.3,Mysteries/Thrillers,Home
1923,2019-08,NDR97,male,30-49,2019,3.2,Mysteries/Thrillers,Home
1924,2019-08,KDZ56,male,18-29,2019,4.7,Podcasts,Home
1925,2019-08,UKB16,female,30-49,2019,2.9,Sci-Fi & Fantasy,Commuting
1926,2019-08,JWT96,female,30-49,2019,2.1,Mysteries/Thrillers,Commuting
1927,2019-08,HUA58,male,50-64,2019,1.8,Children,Home
1928,2019-08,NDN53,male,30-49,2019,4.3,Mysteries/Thrillers,Walking/Shopping
1929,2019-08,XIH52,female,18-29,2019,4.3,Romance,Walking/Shopping
1930,2019-08,IKY01,male,18-29,2019,4.2,Business,Exercising
1931,2019-08,FZX15,female,50-64,2019,2.9,Romance,Home
1932,2019-08,CII59,male,18-29,2019,3.4,Romance,Exercising
1933,2019-08,VNU47,female,30-49,2019,0.9,Comedy,Walking/Shopping
1934,2019-08,UGV54,female,18-29,2019,4.2,Mysteries/Thrillers,Exercising
1935,2019-08,KFN16,male,50-64,2019,2.2,Mysteries/Thrillers,Commuting
1936,2019-08,XUP46,female,65+,2019,1.7,Podcasts,Walking/Shopping
1937,2019-08,DBW36,female,18-29,2019,3.7,Mysteries/Thrillers,Walking/Shopping
1938,2019-08,KJU37,male,65+,2019,1.1,Mysteries/Thrillers,Home
1939,2019-08,VEZ04,female,18-29,2019,2.5,Non-fiction,Commuting
1940,2019-08,NVE53,female,50-64,2019,6.8,Sci-Fi & Fantasy,Home
1941,2019-08,XDG83,male,50-64,2019,4.6,Mysteries/Thrillers,Home
1942,2019-08,YBK15,male,50-64,2019,2.7,Romance,Commuting
1943,2019-08,ZIQ24,male,18-29,2019,4.6,Business,Exercising
1944,2019-08,OGR59,male,18-29,2019,2.1,Sci-Fi & Fantasy,Commuting
1945,2019-08,HYE06,male,30-49,2019,2.8,Podcasts,Walking/Shopping
1946,2019-08,TMB91,male,18-29,2019,4.0,Romance,Home
1947,2019-08,WXF84,female,50-64,2019,3.7,Business,Commuting
1948,2019-08,XXU25,male,18-29,2019,1.1,Mysteries/Thrillers,Commuting
1949,2019-08,ZIK60,male,18-29,2019,2.4,Romance,Walking/Shopping
1950,2019-08,GEK46,male,30-49,2019,4.4,Sci-Fi & Fantasy,Commuting
1951,2019-08,MEB57,male,30-49,2019,2.7,Mysteries/Thrillers,Commuting
1952,2019-08,YVH84,male,50-64,2019,2.2,Mysteries/Thrillers,Exercising
1953,2019-08,HCL52,male,18-29,2019,3.6,Mysteries/Thrillers,Walking/Shopping
1954,2019-08,FYB94,male,30-49,2019,3.9,Mysteries/Thrillers,Commuting
1955,2019-08,UCO74,female,50-64,2019,4.7,Non-fiction,Home
1956,2019-08,JMF22,male,65+,2019,2.8,Romance,Home
1957,2019-08,AXB90,female,18-29,2019,6.1,Comedy,Commuting
1958,2019-08,ROB97,male,50-64,2019,3.1,Mysteries/Thrillers,Home
1959,2019-08,WLH11,female,18-29,2019,4.4,Sci-Fi & Fantasy,Commuting
1960,2019-08,RVF03,female,50-64,2019,1.6,Non-fiction,Walking/Shopping
1961,2019-08,DFF64,female,18-29,2019,5.0,Romance,Exercising
1962,2019-08,OKZ40,female,18-29,2019,4.8,Comedy,Home
1963,2019-08,DTX14,female,18-29,2019,4.2,Comedy,Home
1964,2019-08,WOA52,male,30-49,2019,3.9,Mysteries/Thrillers,Commuting
1965,2019-08,FYC87,male,18-29,2019,2.2,Business,Home
1966,2019-08,PIC69,male,30-49,2019,5.0,Non-fiction,Commuting
1967,2019-08,EDM80,female,30-49,2019,1.9,Mysteries/Thrillers,Commuting
1968,2019-08,UCA14,male,50-64,2019,3.9,Comedy,Exercising
1969,2019-08,YRB14,female,18-29,2019,5.4,Romance,Walking/Shopping
1970,2019-08,CRJ98,female,65+,2019,2.9,Comedy,Walking/Shopping
1971,2019-08,VGL60,male,30-49,2019,2.3,Non-fiction,Home
1972,2019-08,AIK78,male,50-64,2019,3.6,Mysteries/Thrillers,Walking/Shopping
1973,2019-08,BBY21,female,50-64,2019,1.4,Mysteries/Thrillers,Exercising
1974,2019-08,UUP78,male,18-29,2019,0.8,Podcasts,Home
1975,2019-08,WGK93,female,18-29,2019,6.3,Business,Commuting
1976,2019-08,QWW63,female,30-49,2019,4.7,Sci-Fi & Fantasy,Commuting
1977,2019-08,RAJ76,male,30-49,2019,2.7,Mysteries/Thrillers,Home
1978,2019-08,CSP41,female,18-29,2019,6.3,Mysteries/Thrillers,Commuting
1979,2019-08,PTF60,female,18-29,2019,3.6,Mysteries/Thrillers,Commuting
1980,2019-08,FJU28,female,30-49,2019,4.6,Mysteries/Thrillers,Home
1981,2019-08,ZEA77,male,50-64,2019,3.9,Mysteries/Thrillers,Walking/Shopping
1982,2019-08,XRU31,male,18-29,2019,1.5,Romance,Walking/Shopping
1983,2019-08,ZPH80,female,18-29,2019,3.2,History,Walking/Shopping
1984,2019-08,BGD46,female,65+,2019,5.2,Mysteries/Thrillers,Home
1985,2019-08,NOD59,male,50-64,2019,0.4,Business,Commuting
1986,2019-08,IUQ76,female,18-29,2019,3.6,Romance,Walking/Shopping
1987,2019-08,LGC11,female,65+,2019,2.7,Romance,Commuting
1988,2019-08,TVV83,female,18-29,2019,3.9,Mysteries/Thrillers,Exercising
1989,2019-08,RVD02,male,18-29,2019,5.1,Non-fiction,Walking/Shopping
1990,2019-08,XUD81,female,65+,2019,4.9,Mysteries/Thrillers,Commuting
1991,2019-08,GEW80,male,18-29,2019,4.0,Sci-Fi & Fantasy,Commuting
1992,2019-08,AUK56,male,50-64,2019,3.1,Comedy,Home
1993,2019-08,OEI57,male,18-29,2019,4.9,Mysteries/Thrillers,Home
1994,2019-08,IAD29,female,18-29,2019,3.9,Romance,Commuting
1995,2019-08,LMK88,male,50-64,2019,3.5,Non-fiction,Commuting
1996,2019-08,ERO80,male,65+,2019,5.1,Romance,Walking/Shopping
1997,2019-08,PEO84,male,30-49,2019,7.0,Mysteries/Thrillers,Walking/Shopping
1998,2019-08,NJY80,female,18-29,2019,1.9,Non-fiction,Commuting
1999,2019-08,BNI06,male,18-29,2019,1.1,Mysteries/Thrillers,Home
2000,2019-09,BCK19,male,18-29,2019,5.0,Sci-Fi & Fantasy,Home
2001,2019-09,ANI81,female,18-29,2019,1.7,Mysteries/Thrillers,Walking/Shopping
2002,2019-09,IIG04,female,18-29,2019,3.0,Mysteries/Thrillers,Commuting
2003,2019-09,CPB34,male,30-49,2019,2.5,Sci-Fi & Fantasy,Home
2004,2019-09,XCD70,female,30-49,2019,0.5,Mysteries/Thrillers,Walking/Shopping
2005,2019-09,XOG87,male,30-49,2019,5.8,Mysteries/Thrillers,Home
2006,2019-09,IUF65,male,50-64,2019,2.9,Comedy,Commuting
2007,2019-09,VIK75,male,30-49,2019,2.3,Podcasts,Exercising
2008,2019-09,RQR84,male,18-29,2019,3.4,Podcasts,Exercising
2009,2019-09,RJA71,male,50-64,2019,2.7,Mysteries/Thrillers,Walking/Shopping
2010,2019-09,VXR13,male,30-49,2019,0.8,Comedy,Commuting
2011,2019-09,KBL53,female,50-64,2019,2.7,Podcasts,Walking/Shopping
2012,2019-09,ECQ03,male,30-49,2019,4.9,Mysteries/Thrillers,Exercising
2013,2019-09,FNS96,female,30-49,2019,4.3,Sci-Fi & Fantasy,Home
2014,2019-09,ZZQ24,male,30-49,2019,0.6,Romance,Walking/Shopping
2015,2019-09,EZL70,male,18-29,2019,4.8,Sci-Fi & Fantasy,Commuting
2016,2019-09,DFG32,female,30-49,2019,3.1,Mysteries/Thrillers,Home
2017,2019-09,LKC03,female,30-49,2019,3.5,Children,Exercising
2018,2019-09,CLA50,female,65+,2019,4.1,Mysteries/Thrillers,Home
2019,2019-09,SKZ24,female,30-49,2019,4.5,Sci-Fi & Fantasy,Home
2020,2019-09,TIJ69,male,30-49,2019,0.2,Comedy,Walking/Shopping
2021,2019-09,WKS63,female,30-49,2019,2.9,Comedy,Commuting
2022,2019-09,GCW05,male,30-49,2019,3.4,Mysteries/Thrillers,Exercising
2023,2019-09,NDR97,male,30-49,2019,4.8,Romance,Commuting
2024,2019-09,KDZ56,male,18-29,2019,3.7,Sci-Fi & Fantasy,Home
2025,2019-09,UKB16,female,30-49,2019,2.9,Mysteries/Thrillers,Home
2026,2019-09,JWT96,female,30-49,2019,2.1,Romance,Home
2027,2019-09,HUA58,male,50-64,2019,2.9,Romance,Home
2028,2019-09,NDN53,male,30-49,2019,2.1,Mysteries/Thrillers,Walking/Shopping
2029,2019-09,XIH52,female,18-29,2019,3.5,Business,Exercising
2030,2019-09,IKY01,male,18-29,2019,4.4,Non-fiction,Commuting
2031,2019-09,FZX15,female,50-64,2019,1.1,Comedy,Commuting
2032,2019-09,CII59,male,18-29,2019,4.1,Mysteries/Thrillers,Home
2033,2019-09,VNU47,female,30-49,2019,1.7,Romance,Commuting
2034,2019-09,UGV54,female,18-29,2019,4.2,Podcasts,Walking/Shopping
2035,2019-09,KFN16,male,50-64,2019,4.1,Sci-Fi & Fantasy,Commuting
2036,2019-09,XUP46,female,65+,2019,3.2,Mysteries/Thrillers,Home
2037,2019-09,DBW36,female,18-29,2019,4.0,Business,Exercising
2038,2019-09,KJU37,male,65+,2019,4.5,History,Exercising
2039,2019-09,VEZ04,female,18-29,2019,5.8,Business,Home
2040,2019-09,NVE53,female,50-64,2019,3.6,Podcasts,Home
2041,2019-09,XDG83,male,50-64,2019,1.7,Romance,Commuting
2042,2019-09,YBK15,male,50-64,2019,2.7,Romance,Commuting
2043,2019-09,ZIQ24,male,18-29,2019,2.6,Non-fiction,Home
2044,2019-09,OGR59,male,18-29,2019,5.1,Comedy,Exercising
2045,2019-09,HYE06,male,30-49,2019,3.4,Mysteries/Thrillers,Home
2046,2019-09,TMB91,male,18-29,2019,2.4,Mysteries/Thrillers,Commuting
2047,2019-09,WXF84,female,50-64,2019,3.2,Non-fiction,Commuting
2048,2019-09,XXU25,male,18-29,2019,2.4,Sci-Fi & Fantasy,Walking/Shopping
2049,2019-09,ZIK60,male,18-29,2019,3.2,Comedy,Commuting
2050,2019-09,GEK46,male,30-49,2019,5.0,Romance,Commuting
2051,2019-09,MEB57,male,30-49,2019,0.9,Business,Home
2052,2019-09,YVH84,male,50-64,2019,4.6,Podcasts,Commuting
2053,2019-09,HCL52,male,18-29,2019,2.9,Mysteries/Thrillers,Home
2054,2019-09,FYB94,male,30-49,2019,5.7,Romance,Home
2055,2019-09,UCO74,female,50-64,2019,4.3,Business,Commuting
2056,2019-09,JMF22,male,65+,2019,5.4,Mysteries/Thrillers,Exercising
2057,2019-09,AXB90,female,18-29,2019,2.7,Romance,Exercising
2058,2019-09,ROB97,male,50-64,2019,1.9,Comedy,Commuting
2059,2019-09,WLH11,female,18-29,2019,2.8,Romance,Exercising
2060,2019-09,RVF03,female,50-64,2019,4.1,Business,Commuting
2061,2019-09,DFF64,female,18-29,2019,4.4,Romance,Home
2062,2019-09,OKZ40,female,18-29,2019,2.0,Mysteries/Thrillers,Home
2063,2019-09,DTX14,female,18-29,2019,2.8,Mysteries/Thrillers,Exercising
2064,2019-09,WOA52,male,30-49,2019,4.8,Mysteries/Thrillers,Commuting
2065,2019-09,FYC87,male,18-29,2019,2.2,History,Home
2066,2019-09,PIC69,male,30-49,2019,3.6,Sci-Fi & Fantasy,Walking/Shopping
2067,2019-09,EDM80,female,30-49,2019,6.2,Mysteries/Thrillers,Commuting
2068,2019-09,UCA14,male,50-64,2019,3.9,Mysteries/Thrillers,Home
2069,2019-09,YRB14,female,18-29,2019,2.7,Mysteries/Thrillers,Commuting
2070,2019-09,CRJ98,female,65+,2019,5.5,Romance,Home
2071,2019-09,VGL60,male,30-49,2019,2.2,Mysteries/Thrillers,Home
2072,2019-09,AIK78,male,50-64,2019,4.0,Non-fiction,Walking/Shopping
2073,2019-09,BBY21,female,50-64,2019,0.5,Romance,Home
2074,2019-09,UUP78,male,18-29,2019,2.3,Mysteries/Thrillers,Exercising
2075,2019-09,WGK93,female,18-29,2019,3.2,Romance,Commuting
2076,2019-09,QWW63,female,30-49,2019,1.4,Podcasts,Home
2077,2019-09,RAJ76,male,30-49,2019,3.3,Sci-Fi & Fantasy,Commuting
2078,2019-09,CSP41,female,18-29,2019,4.3,Romance,Exercising
2079,2019-09,PTF60,female,18-29,2019,2.9,Sci-Fi & Fantasy,Commuting
2080,2019-09,FJU28,female,30-49,2019,5.7,Business,Home
2081,2019-09,ZEA77,male,50-64,2019,2.1,Romance,Exercising
2082,2019-09,XRU31,male,18-29,2019,2.6,Sci-Fi & Fantasy,Home
2083,2019-09,ZPH80,female,18-29,2019,3.2,Business,Home
2084,2019-09,BGD46,female,65+,2019,4.1,Mysteries/Thrillers,Exercising
2085,2019-09,NOD59,male,50-64,2019,3.4,Romance,Home
2086,2019-09,IUQ76,female,18-29,2019,4.6,Romance,Home
2087,2019-09,LGC11,female,65+,2019,6.2,Romance,Exercising
2088,2019-09,TVV83,female,18-29,2019,4.1,Mysteries/Thrillers,Commuting
2089,2019-09,RVD02,male,18-29,2019,5.2,Sci-Fi & Fantasy,Commuting
2090,2019-09,XUD81,female,65+,2019,1.5,Comedy,Walking/Shopping
2091,2019-09,GEW80,male,18-29,2019,3.9,Sci-Fi & Fantasy,Walking/Shopping
2092,2019-09,AUK56,male,50-64,2019,5.3,Sci-Fi & Fantasy,Walking/Shopping
2093,2019-09,OEI57,male,18-29,2019,1.4,Sci-Fi & Fantasy,Home
2094,2019-09,IAD29,female,18-29,2019,4.8,Sci-Fi & Fantasy,Commuting
2095,2019-09,LMK88,male,50-64,2019,4.5,Mysteries/Thrillers,Commuting
2096,2019-09,ERO80,male,65+,2019,4.5,Romance,Home
2097,2019-09,PEO84,male,30-49,2019,3.5,Mysteries/Thrillers,Home
2098,2019-09,NJY80,female,18-29,2019,3.4,Romance,Home
2099,2019-09,BNI06,male,18-29,2019,2.5,Sci-Fi & Fantasy,Walking/Shopping
2100,2019-10,BCK19,male,18-29,2019,1.7,Comedy,Exercising
2101,2019-10,ANI81,female,18-29,2019,4.7,Sci-Fi & Fantasy,Commuting
2102,2019-10,IIG04,female,18-29,2019,4.8,Sci-Fi & Fantasy,Home
2103,2019-10,CPB34,male,30-49,2019,4.3,Podcasts,Commuting
2104,2019-10,XCD70,female,30-49,2019,3.3,Mysteries/Thrillers,Home
2105,2019-10,XOG87,male,30-49,2019,0.6,Comedy,Commuting
2106,2019-10,IUF65,male,50-64,2019,2.5,Mysteries/Thrillers,Commuting
2107,2019-10,VIK75,male,30-49,2019,3.0,Sci-Fi & Fantasy,Home
2108,2019-10,RQR84,male,18-29,2019,5.0,Podcasts,Home
2109,2019-10,RJA71,male,50-64,2019,2.8,Mysteries/Thrillers,Walking/Shopping
2110,2019-10,VXR13,male,30-49,2019,2.9,Non-fiction,Commuting
2111,2019-10,KBL53,female,50-64,2019,4.2,Comedy,Home
2112,2019-10,ECQ03,male,30-49,2019,1.7,Romance,Walking/Shopping
2113,2019-10,FNS96,female,30-49,2019,1.7,Non-fiction,Walking/Shopping
2114,2019-10,ZZQ24,male,30-49,2019,1.6,Business,Home
2115,2019-10,EZL70,male,18-29,2019,3.8,Sci-Fi & Fantasy,Walking/Shopping
2116,2019-10,DFG32,female,30-49,2019,5.0,Non-fiction,Commuting
2117,2019-10,LKC03,female,30-49,2019,7.4,Romance,Exercising
2118,2019-10,CLA50,female,65+,2019,7.4,Mysteries/Thrillers,Home
2119,2019-10,SKZ24,female,30-49,2019,4.2,Mysteries/Thrillers,Walking/Shopping
2120,2019-10,TIJ69,male,30-49,2019,1.1,Comedy,Home
2121,2019-10,WKS63,female,30-49,2019,3.5,Mysteries/Thrillers,Walking/Shopping
2122,2019-10,GCW05,male,30-49,2019,4.6,Mysteries/Thrillers,Commuting
2123,2019-10,NDR97,male,30-49,2019,2.3,Podcasts,Exercising
2124,2019-10,KDZ56,male,18-29,2019,2.8,Sci-Fi & Fantasy,Exercising
2125,2019-10,UKB16,female,30-49,2019,0.4,Comedy,Exercising
2126,2019-10,JWT96,female,30-49,2019,3.8,Mysteries/Thrillers,Exercising
2127,2019-10,HUA58,male,50-64,2019,3.5,Sci-Fi & Fantasy,Commuting
2128,2019-10,NDN53,male,30-49,2019,1.8,Mysteries/Thrillers,Exercising
2129,2019-10,XIH52,female,18-29,2019,4.3,Romance,Commuting
2130,2019-10,IKY01,male,18-29,2019,4.4,Mysteries/Thrillers,Home
2131,2019-10,FZX15,female,50-64,2019,2.7,Romance,Commuting
2132,2019-10,CII59,male,18-29,2019,0.3,Business,Home
2133,2019-10,VNU47,female,30-49,2019,2.2,Sci-Fi & Fantasy,Home
2134,2019-10,UGV54,female,18-29,2019,3.3,Non-fiction,Walking/Shopping
2135,2019-10,KFN16,male,50-64,2019,3.9,Podcasts,Home
2136,2019-10,XUP46,female,65+,2019,3.0,Mysteries/Thrillers,Home
2137,2019-10,DBW36,female,18-29,2019,5.0,Comedy,Commuting
2138,2019-10,KJU37,male,65+,2019,5.0,Romance,Exercising
2139,2019-10,VEZ04,female,18-29,2019,2.3,Comedy,Home
2140,2019-10,NVE53,female,50-64,2019,4.6,Comedy,Home
2141,2019-10,XDG83,male,50-64,2019,1.1,Romance,Commuting
2142,2019-10,YBK15,male,50-64,2019,1.4,Romance,Walking/Shopping
2143,2019-10,ZIQ24,male,18-29,2019,5.8,Mysteries/Thrillers,Commuting
2144,2019-10,OGR59,male,18-29,2019,3.4,Mysteries/Thrillers,Home
2145,2019-10,HYE06,male,30-49,2019,2.0,Comedy,Home
2146,2019-10,TMB91,male,18-29,2019,1.2,Mysteries/Thrillers,Home
2147,2019-10,WXF84,female,50-64,2019,1.2,Non-fiction,Home
2148,2019-10,XXU25,male,18-29,2019,1.3,Podcasts,Commuting
2149,2019-10,ZIK60,male,18-29,2019,3.2,Romance,Commuting
2150,2019-10,GEK46,male,30-49,2019,3.8,Mysteries/Thrillers,Commuting
2151,2019-10,MEB57,male,30-49,2019,0.8,Children,Exercising
2152,2019-10,YVH84,male,50-64,2019,3.7,Mysteries/Thrillers,Home
2153,2019-10,HCL52,male,18-29,2019,3.2,Romance,Exercising
2154,2019-10,FYB94,male,30-49,2019,5.1,Mysteries/Thrillers,Exercising
2155,2019-10,UCO74,female,50-64,2019,2.2,Sci-Fi & Fantasy,Walking/Shopping
2156,2019-10,JMF22,male,65+,2019,1.9,Comedy,Home
2157,2019-10,AXB90,female,18-29,2019,2.6,Mysteries/Thrillers,Commuting
2158,2019-10,ROB97,male,50-64,2019,4.1,Mysteries/Thrillers,Walking/Shopping
2159,2019-10,WLH11,female,18-29,2019,2.5,Mysteries/Thrillers,Home
2160,2019-10,RVF03,female,50-64,2019,2.9,Comedy,Home
2161,2019-10,DFF64,female,18-29,2019,7.0,Romance,Walking/Shopping
2162,2019-10,OKZ40,female,18-29,2019,4.3,Romance,Commuting
2163,2019-10,DTX14,female,18-29,2019,5.3,Mysteries/Thrillers,Home
2164,2019-10,WOA52,male,30-49,2019,4.9,Mysteries/Thrillers,Commuting
2165,2019-10,FYC87,male,18-29,2019,4.9,Non-fiction,Commuting
2166,2019-10,PIC69,male,30-49,2019,1.5,Comedy,Home
2167,2019-10,EDM80,female,30-49,2019,6.0,History,Home
2168,2019-10,UCA14,male,50-64,2019,2.3,Mysteries/Thrillers,Commuting
2169,2019-10,YRB14,female,18-29,2019,4.8,Mysteries/Thrillers,Home
2170,2019-10,CRJ98,female,65+,2019,5.9,Sci-Fi & Fantasy,Exercising
2171,2019-10,VGL60,male,30-49,2019,4.5,Business,Commuting
2172,2019-10,AIK78,male,50-64,2019,1.5,Podcasts,Walking/Shopping
2173,2019-10,BBY21,female,50-64,2019,2.8,Non-fiction,Walking/Shopping
2174,2019-10,UUP78,male,18-29,2019,2.9,Sci-Fi & Fantasy,Walking/Shopping
2175,2019-10,WGK93,female,18-29,2019,4.4,Non-fiction,Home
2176,2019-10,QWW63,female,30-49,2019,4.4,Non-fiction,Exercising
2177,2019-10,RAJ76,male,30-49,2019,5.1,Mysteries/Thrillers,Home
2178,2019-10,CSP41,female,18-29,2019,3.8,Mysteries/Thrillers,Exercising
2179,2019-10,PTF60,female,18-29,2019,5.1,Sci-Fi & Fantasy,Home
2180,2019-10,FJU28,female,30-49,2019,0.9,Comedy,Commuting
2181,2019-10,ZEA77,male,50-64,2019,3.8,Non-fiction,Commuting
2182,2019-10,XRU31,male,18-29,2019,5.0,Mysteries/Thrillers,Home
2183,2019-10,ZPH80,female,18-29,2019,3.1,Mysteries/Thrillers,Home
2184,2019-10,BGD46,female,65+,2019,3.5,Podcasts,Commuting
2185,2019-10,NOD59,male,50-64,2019,5.3,Mysteries/Thrillers,Home
2186,2019-10,IUQ76,female,18-29,2019,2.9,Romance,Exercising
2187,2019-10,LGC11,female,65+,2019,3.0,Comedy,Home
2188,2019-10,TVV83,female,18-29,2019,6.1,Comedy,Walking/Shopping
2189,2019-10,RVD02,male,18-29,2019,3.3,Sci-Fi & Fantasy,Commuting
2190,2019-10,XUD81,female,65+,2019,5.9,Mysteries/Thrillers,Walking/Shopping
2191,2019-10,GEW80,male,18-29,2019,1.9,Mysteries/Thrillers,Home
2192,2019-10,AUK56,male,50-64,2019,2.5,Business,Exercising
2193,2019-10,OEI57,male,18-29,2019,0.6,Sci-Fi & Fantasy,Home
2194,2019-10,IAD29,female,18-29,2019,3.4,Mysteries/Thrillers,Exercising
2195,2019-10,LMK88,male,50-64,2019,3.5,Business,Home
2196,2019-10,ERO80,male,65+,2019,0.6,Mysteries/Thrillers,Exercising
2197,2019-10,PEO84,male,30-49,2019,2.5,Business,Commuting
2198,2019-10,NJY80,female,18-29,2019,1.9,Business,Commuting
2199,2019-10,BNI06,male,18-29,2019,4.0,Sci-Fi & Fantasy,Commuting
2200,2019-11,BCK19,male,18-29,2019,2.3,Comedy,Exercising
2201,2019-11,ANI81,female,18-29,2019,3.7,Mysteries/Thrillers,Exercising
2202,2019-11,IIG04,female,18-29,2019,3.4,Podcasts,Exercising
2203,2019-11,CPB34,male,30-49,2019,2.6,Mysteries/Thrillers,Exercising
2204,2019-11,XCD70,female,30-49,2019,6.4,Mysteries/Thrillers,Exercising
2205,2019-11,XOG87,male,30-49,2019,2.0,Podcasts,Exercising
2206,2019-11,IUF65,male,50-64,2019,1.8,Romance,Commuting
2207,2019-11,VIK75,male,30-49,2019,5.8,Mysteries/Thrillers,Home
2208,2019-11,RQR84,male,18-29,2019,1.8,Non-fiction,Walking/Shopping
2209,2019-11,RJA71,male,50-64,2019,2.1,Non-fiction,Walking/Shopping
2210,2019-11,VXR13,male,30-49,2019,3.7,Mysteries/Thrillers,Commuting
2211,2019-11,KBL53,female,50-64,2019,3.9,Business,Walking/Shopping
2212,2019-11,ECQ03,male,30-49,2019,4.5,Mysteries/Thrillers,Commuting
2213,2019-11,FNS96,female,30-49,2019,4.4,Comedy,Exercising
2214,2019-11,ZZQ24,male,30-49,2019,3.2,Non-fiction,Home
2215,2019-11,EZL70,male,18-29,2019,3.3,Romance,Home
2216,2019-11,DFG32,female,30-49,2019,3.5,Mysteries/Thrillers,Commuting
2217,2019-11,LKC03,female,30-49,2019,2.7,Mysteries/Thrillers,Home
2218,2019-11,CLA50,female,65+,2019,2.7,Sci-Fi & Fantasy,Home
2219,2019-11,SKZ24,female,30-49,2019,2.7,Children,Commuting
2220,2019-11,TIJ69,male,30-49,2019,1.7,Mysteries/Thrillers,Commuting
2221,2019-11,WKS63,female,30-49,2019,2.8,Sci-Fi & Fantasy,Home
2222,2019-11,GCW05,male,30-49,2019,2.5,Sci-Fi & Fantasy,Home
2223,2019-11,NDR97,male,30-49,2019,0.5,Business,Commuting
2224,2019-11,KDZ56,male,18-29,2019,3.3,Sci-Fi & Fantasy,Home
2225,2019-11,UKB16,female,30-49,2019,3.8,Sci-Fi & Fantasy,Commuting
2226,2019-11,JWT96,female,30-49,2019,2.0,Sci-Fi & Fantasy,Walking/Shopping
2227,2019-11,HUA58,male,50-64,2019,5.5,Business,Home
2228,2019-11,NDN53,male,30-49,2019,4.1,Children,Home
2229,2019-11,XIH52,female,18-29,2019,2.2,Mysteries/Thrillers,Exercising
2230,2019-11,IKY01,male,18-29,2019,4.4,Comedy,Home
2231,2019-11,FZX15,female,50-64,2019,4.2,Sci-Fi & Fantasy,Walking/Shopping
2232,2019-11,CII59,male,18-29,2019,2.3,History,Commuting
2233,2019-11,VNU47,female,30-49,2019,3.7,Children,Home
2234,2019-11,UGV54,female,18-29,2019,2.4,Sci-Fi & Fantasy,Home
2235,2019-11,KFN16,male,50-64,2019,3.2,Sci-Fi & Fantasy,Walking/Shopping
2236,2019-11,XUP46,female,65+,2019,2.2,Romance,Commuting
2237,2019-11,DBW36,female,18-29,2019,1.7,Comedy,Commuting
2238,2019-11,KJU37,male,65+,2019,4.4,Comedy,Walking/Shopping
2239,2019-11,VEZ04,female,18-29,2019,1.6,Podcasts,Home
2240,2019-11,NVE53,female,50-64,2019,1.5,Romance,Home
2241,2019-11,XDG83,male,50-64,2019,3.2,Business,Home
2242,2019-11,YBK15,male,50-64,2019,2.4,Sci-Fi & Fantasy,Commuting
