,date,uid,gender,age_group,year,books_read
1765,2019-06,FYC87,male,18-29,2019,2.7930534157801863
1766,2019-06,PIC69,male,30-49,2019,2.786698107163
1767,2019-06,EDM80,female,30-49,2019,4.177809681616203
1768,2019-06,UCA14,male,50-64,2019,1.180747534899387
1769,2019-06,YRB14,female,18-29,2019,1.6358922230180801
1770,2019-06,CRJ98,female,65+,2019,1.580895139367108
1771,2019-06,VGL60,male,30-49,2019,6.688963702262718
1772,2019-06,AIK78,male,50-64,2019,1.853165967959079
1773,2019-06,BBY21,female,50-64,2019,3.5590182941377266
1774,2019-06,UUP78,male,18-29,2019,5.041001672693353
1775,2019-06,WGK93,female,18-29,2019,3.55960706323663
1776,2019-06,QWW63,female,30-49,2019,2.7920447358644864
1777,2019-06,RAJ76,male,30-49,2019,1.6147579893857678
1778,2019-06,CSP41,female,18-29,2019,3.5501804557963705
1779,2019-06,PTF60,female,18-29,2019,4.087777875501833
1780,2019-06,FJU28,female,30-49,2019,1.7575765228034508
1781,2019-06,ZEA77,male,50-64,2019,2.909617778481649
1782,2019-06,XRU31,male,18-29,2019,1.9671648595534361
1783,2019-06,ZPH80,female,18-29,2019,1.397208340043442
1784,2019-06,BGD46,female,65+,2019,4.744975445079747
1785,2019-06,NOD59,male,50-64,2019,1.0201405112268382
1786,2019-06,IUQ76,female,18-29,2019,3.5340806225164463
1787,2019-06,LGC11,female,65+,2019,1.7639687171817533
1788,2019-06,TVV83,female,18-29,2019,2.550263830892446
1789,2019-06,RVD02,male,18-29,2019,1.631145554309076
1790,2019-06,XUD81,female,65+,2019,1.5512859645130344
1791,2019-06,GEW80,male,18-29,2019,0.9879284773302281
1792,2019-06,AUK56,male,50-64,2019,6.060365075028717
1793,2019-06,OEI57,male,18-29,2019,1.5918847893827666
1794,2019-06,IAD29,female,18-29,2019,3.2725801087721162
1795,2019-06,LMK88,male,50-64,2019,5.861731660961545
1796,2019-06,ERO80,male,65+,2019,2.9111480979016675
1797,2019-06,PEO84,male,30-49,2019,3.0767741343244093
1798,2019-06,NJY80,female,18-29,2019,1.8429652578133409
1799,2019-06,BNI06,male,18-29,2019,1.696964795506843
1800,2019-07,BCK19,male,18-29,2019,3.145389262858882
1801,2019-07,ANI81,female,18-29,2019,1.6805263581377954
1802,2019-07,IIG04,female,18-29,2019,4.201763412954952
1803,2019-07,CPB34,male,30-49,2019,4.314524258570075
1804,2019-07,XCD70,female,30-49,2019,4.356277795361455
1805,2019-07,XOG87,male,30-49,2019,1.243657252322699
1806,2019-07,IUF65,male,50-64,2019,0.662621354597714
1807,2019-07,VIK75,male,30-49,2019,2.7531396308090232
1808,2019-07,RQR84,male,18-29,2019,2.703153427271433
1809,2019-07,RJA71,male,50-64,2019,3.1311415616589273
1810,2019-07,VXR13,male,30-49,2019,3.644114462099986
1811,2019-07,KBL53,female,50-64,2019,1.5071938769520294
1812,2019-07,ECQ03,male,30-49,2019,4.391263936022568
1813,2019-07,FNS96,female,30-49,2019,3.614410257892204
1814,2019-07,ZZQ24,male,30-49,2019,0.6648942998836631
1815,2019-07,EZL70,male,18-29,2019,3.079425426010971
1816,2019-07,DFG32,female,30-49,2019,1.4548084861401003
1817,2019-07,LKC03,female,30-49,2019,1.2485464221338265
1818,2019-07,CLA50,female,65+,2019,3.4544893077049332
1819,2019-07,SKZ24,female,30-49,2019,2.770065461983913
1820,2019-07,TIJ69,male,30-49,2019,4.21641606169393
1821,2019-07,WKS63,female,30-49,2019,2.3721133334535676
1822,2019-07,GCW05,male,30-49,2019,0.2583037374970667
1823,2019-07,NDR97,male,30-49,2019,2.458768853695842
1824,2019-07,KDZ56,male,18-29,2019,2.2488372068470293
1825,2019-07,UKB16,female,30-49,2019,2.669178808239943
1826,2019-07,JWT96,female,30-49,2019,3.12554704657617
1827,2019-07,HUA58,male,50-64,2019,3.72427391596653
1828,2019-07,NDN53,male,30-49,2019,2.012677918115525
1829,2019-07,XIH52,female,18-29,2019,2.8340018942557625
1830,2019-07,IKY01,male,18-29,2019,2.0259426866785275
1831,2019-07,FZX15,female,50-64,2019,0.47221423974763077
1832,2019-07,CII59,male,18-29,2019,2.3954452009837275
1833,2019-07,VNU47,female,30-49,2019,2.1839846628763286
1834,2019-07,UGV54,female,18-29,2019,1.165392627985752
1835,2019-07,KFN16,male,50-64,2019,1.2997824644990597
1836,2019-07,XUP46,female,65+,2019,3.8434514128637383
1837,2019-07,DBW36,female,18-29,2019,2.916466401994672
1838,2019-07,KJU37,male,65+,2019,3.219431382667008
1839,2019-07,VEZ04,female,18-29,2019,3.5883842730111457
1840,2019-07,NVE53,female,50-64,2019,3.0167199193215395
1841,2019-07,XDG83,male,50-64,2019,0.5912769928294348
1842,2019-07,YBK15,male,50-64,2019,1.5060072541168
1843,2019-07,ZIQ24,male,18-29,2019,1.4351813912400446
1844,2019-07,OGR59,male,18-29,2019,2.328607789253585
1845,2019-07,HYE06,male,30-49,2019,1.8654368361274019
1846,2019-07,TMB91,male,18-29,2019,0.56933425381182
1847,2019-07,WXF84,female,50-64,2019,3.44633466519113
1848,2019-07,XXU25,male,18-29,2019,1.2936892800753763
1849,2019-07,ZIK60,male,18-29,2019,1.3537746275967522
1850,2019-07,GEK46,male,30-49,2019,2.5807233038395023
1851,2019-07,MEB57,male,30-49,2019,2.1755600605191283
1852,2019-07,YVH84,male,50-64,2019,3.1040517894785715
1853,2019-07,HCL52,male,18-29,2019,4.278387847721129
1854,2019-07,FYB94,male,30-49,2019,4.591989300861759
1855,2019-07,UCO74,female,50-64,2019,4.32426493237932
1856,2019-07,JMF22,male,65+,2019,5.4462154789446675
1857,2019-07,AXB90,female,18-29,2019,1.0354004084270685
1858,2019-07,ROB97,male,50-64,2019,2.495942597564851
1859,2019-07,WLH11,female,18-29,2019,1.658889205315859
1860,2019-07,RVF03,female,50-64,2019,3.47492167282074
1861,2019-07,DFF64,female,18-29,2019,4.614714548429228
1862,2019-07,OKZ40,female,18-29,2019,3.0776579433029108
1863,2019-07,DTX14,female,18-29,2019,1.9854977685836217
1864,2019-07,WOA52,male,30-49,2019,2.9601476891619924
1865,2019-07,FYC87,male,18-29,2019,2.8787087300667085
1866,2019-07,PIC69,male,30-49,2019,6.300356028597902
1867,2019-07,EDM80,female,30-49,2019,0.8927272680130529
1868,2019-07,UCA14,male,50-64,2019,3.0406359860677368
1869,2019-07,YRB14,female,18-29,2019,2.3511417119178386
1870,2019-07,CRJ98,female,65+,2019,2.4233376908367474
1871,2019-07,VGL60,male,30-49,2019,2.648698167568598
1872,2019-07,AIK78,male,50-64,2019,3.0302732541798614
1873,2019-07,BBY21,female,50-64,2019,2.1240117443248443
1874,2019-07,UUP78,male,18-29,2019,3.714403254133469
1875,2019-07,WGK93,female,18-29,2019,4.924770598482784
1876,2019-07,QWW63,female,30-49,2019,2.8037785255697796
1877,2019-07,RAJ76,male,30-49,2019,2.6536591923918085
1878,2019-07,CSP41,female,18-29,2019,4.564756507419872
1879,2019-07,PTF60,female,18-29,2019,3.3181686088192928
1880,2019-07,FJU28,female,30-49,2019,2.740200113333374
1881,2019-07,ZEA77,male,50-64,2019,3.220653090174556
1882,2019-07,XRU31,male,18-29,2019,0.9632910988031678
1883,2019-07,ZPH80,female,18-29,2019,2.8027046716773074
1884,2019-07,BGD46,female,65+,2019,2.5789041043388687
1885,2019-07,NOD59,male,50-64,2019,2.5359324689538187
1886,2019-07,IUQ76,female,18-29,2019,4.255545872052188
1887,2019-07,LGC11,female,65+,2019,3.672723514629984
1888,2019-07,TVV83,female,18-29,2019,4.034726429803623
1889,2019-07,RVD02,male,18-29,2019,0.9867124142838799
1890,2019-07,XUD81,female,65+,2019,0.7873708520625686
1891,2019-07,GEW80,male,18-29,2019,3.573706770935228
1892,2019-07,AUK56,male,50-64,2019,2.9182816083552026
1893,2019-07,OEI57,male,18-29,2019,2.080086497125131
1894,2019-07,IAD29,female,18-29,2019,3.6327483617342535
1895,2019-07,LMK88,male,50-64,2019,1.7002900124691736
1896,2019-07,ERO80,male,65+,2019,2.29796076532401
1897,2019-07,PEO84,male,30-49,2019,1.8005214302659434
1898,2019-07,NJY80,female,18-29,2019,2.991753833162673
1899,2019-07,BNI06,male,18-29,2019,3.5833406550396654
1900,2019-08,BCK19,male,18-29,2019,2.4055776462633216
1901,2019-08,ANI81,female,18-29,2019,5.4990603090861025
1902,2019-08,IIG04,female,18-29,2019,4.424323615667898
1903,2019-08,CPB34,male,30-49,2019,4.736636378634593
1904,2019-08,XCD70,female,30-49,2019,2.8169483402131643
1905,2019-08,XOG87,male,30-49,2019,4.7685560524224915
1906,2019-08,IUF65,male,50-64,2019,2.853795784509699
1907,2019-08,VIK75,male,30-49,2019,3.7803309962104263
1908,2019-08,RQR84,male,18-29,2019,5.268785360540736
1909,2019-08,RJA71,male,50-64,2019,3.941296845734112
1910,2019-08,VXR13,male,30-49,2019,4.793590562252178
1911,2019-08,KBL53,female,50-64,2019,1.8930015084945029
1912,2019-08,ECQ03,male,30-49,2019,3.735683608241229
1913,2019-08,FNS96,female,30-49,2019,1.7727678749115812
1914,2019-08,ZZQ24,male,30-49,2019,5.148521432610973
1915,2019-08,EZL70,male,18-29,2019,1.2736932229912898
1916,2019-08,DFG32,female,30-49,2019,4.605235289277196
1917,2019-08,LKC03,female,30-49,2019,0.8435589714472176
1918,2019-08,CLA50,female,65+,2019,3.7100534811789063
1919,2019-08,SKZ24,female,30-49,2019,2.5619742279228963
1920,2019-08,TIJ69,male,30-49,2019,2.1813134602817157
1921,2019-08,WKS63,female,30-49,2019,2.716943521767422
1922,2019-08,GCW05,male,30-49,2019,2.7195528749758195
1923,2019-08,NDR97,male,30-49,2019,0.7397677728747056
1924,2019-08,KDZ56,male,18-29,2019,3.2733005831879143
1925,2019-08,UKB16,female,30-49,2019,3.210529788339138
1926,2019-08,JWT96,female,30-49,2019,3.529243767856864
1927,2019-08,HUA58,male,50-64,2019,1.4501342581395715
1928,2019-08,NDN53,male,30-49,2019,2.476344441859156
1929,2019-08,XIH52,female,18-29,2019,3.6384793332994563
1930,2019-08,IKY01,male,18-29,2019,4.529231299687288
1931,2019-08,FZX15,female,50-64,2019,2.6868069481269465
1932,2019-08,CII59,male,18-29,2019,5.522734856304099
1933,2019-08,VNU47,female,30-49,2019,2.9087627769683237
1934,2019-08,UGV54,female,18-29,2019,3.1366551536823586
1935,2019-08,KFN16,male,50-64,2019,4.1977253929346405
1936,2019-08,XUP46,female,65+,2019,2.509466485650765
1937,2019-08,DBW36,female,18-29,2019,1.9623992073892058
1938,2019-08,KJU37,male,65+,2019,4.091801042701783
1939,2019-08,VEZ04,female,18-29,2019,2.5080729116699314
1940,2019-08,NVE53,female,50-64,2019,2.2934301244353716
1941,2019-08,XDG83,male,50-64,2019,3.1757100884514995
1942,2019-08,YBK15,male,50-64,2019,3.3113605865852556
1943,2019-08,ZIQ24,male,18-29,2019,3.9047672822499697
1944,2019-08,OGR59,male,18-29,2019,3.3186391453241537
1945,2019-08,HYE06,male,30-49,2019,4.737084303546089
1946,2019-08,TMB91,male,18-29,2019,4.742050466872366
1947,2019-08,WXF84,female,50-64,2019,2.783559015852177
1948,2019-08,XXU25,male,18-29,2019,0.6500622564684657
1949,2019-08,ZIK60,male,18-29,2019,3.85030782901136
1950,2019-08,GEK46,male,30-49,2019,3.22820047454581
1951,2019-08,MEB57,male,30-49,2019,1.287019702672176
1952,2019-08,YVH84,male,50-64,2019,2.184531419344305
1953,2019-08,HCL52,male,18-29,2019,1.390449485831196
1954,2019-08,FYB94,male,30-49,2019,3.785921577361284
1955,2019-08,UCO74,female,50-64,2019,3.2666468310879626
1956,2019-08,JMF22,male,65+,2019,1.070617508506512
1957,2019-08,AXB90,female,18-29,2019,3.496584279546309
1958,2019-08,ROB97,male,50-64,2019,1.1978707955865007
1959,2019-08,WLH11,female,18-29,2019,3.6246359966988093
1960,2019-08,RVF03,female,50-64,2019,1.856497331722521
1961,2019-08,DFF64,female,18-29,2019,4.221378469560976
1962,2019-08,OKZ40,female,18-29,2019,0.2251133055426342
1963,2019-08,DTX14,female,18-29,2019,2.7537776194888584
1964,2019-08,WOA52,male,30-49,2019,1.4666996215600379
1965,2019-08,FYC87,male,18-29,2019,1.039105011828438
1966,2019-08,PIC69,male,30-49,2019,7.020093432921096
1967,2019-08,EDM80,female,30-49,2019,0.8558179174367764
1968,2019-08,UCA14,male,50-64,2019,2.3813909570166767
1969,2019-08,YRB14,female,18-29,2019,2.4563041517205857
1970,2019-08,CRJ98,female,65+,2019,2.1844187137395323
1971,2019-08,VGL60,male,30-49,2019,2.322830861760844
1972,2019-08,AIK78,male,50-64,2019,1.2822306461108741
1973,2019-08,BBY21,female,50-64,2019,3.6415654899287513
1974,2019-08,UUP78,male,18-29,2019,3.142404483453758
1975,2019-08,WGK93,female,18-29,2019,4.442645106162436
1976,2019-08,QWW63,female,30-49,2019,4.7584548013132775
1977,2019-08,RAJ76,male,30-49,2019,1.3014378525806405
1978,2019-08,CSP41,female,18-29,2019,3.0311154543189303
1979,2019-08,PTF60,female,18-29,2019,2.054759134318556
1980,2019-08,FJU28,female,30-49,2019,2.919232758554175
1981,2019-08,ZEA77,male,50-64,2019,3.4848960753937646
1982,2019-08,XRU31,male,18-29,2019,1.8843069381379598
1983,2019-08,ZPH80,female,18-29,2019,3.262595703070686
1984,2019-08,BGD46,female,65+,2019,3.6661353154730696
1985,2019-08,NOD59,male,50-64,2019,1.1202732769875534
1986,2019-08,IUQ76,female,18-29,2019,3.706885172883187
1987,2019-08,LGC11,female,65+,2019,3.8974916739676924
1988,2019-08,TVV83,female,18-29,2019,1.6527437478349054
1989,2019-08,RVD02,male,18-29,2019,0.9218010531480909
1990,2019-08,XUD81,female,65+,2019,1.406936697293343
1991,2019-08,GEW80,male,18-29,2019,1.9694472376923668
1992,2019-08,AUK56,male,50-64,2019,1.2157660984356524
1993,2019-08,OEI57,male,18-29,2019,1.714330218082441
1994,2019-08,IAD29,female,18-29,2019,3.3195078530347915
1995,2019-08,LMK88,male,50-64,2019,0.35089330416355136
1996,2019-08,ERO80,male,65+,2019,0.6628211301194655
1997,2019-08,PEO84,male,30-49,2019,3.233990002146556
1998,2019-08,NJY80,female,18-29,2019,3.9335487766831356
1999,2019-08,BNI06,male,18-29,2019,2.6989209400917575
2000,2019-09,BCK19,male,18-29,2019,1.3873947826640507
2001,2019-09,ANI81,female,18-29,2019,2.7585953537853776
2002,2019-09,IIG04,female,18-29,2019,1.8915130778145697
2003,2019-09,CPB34,male,30-49,2019,2.1286168735568434
2004,2019-09,XCD70,female,30-49,2019,2.3044109076378847
2005,2019-09,XOG87,male,30-49,2019,2.7665807135434073
2006,2019-09,IUF65,male,50-64,2019,4.121942090978271
2007,2019-09,VIK75,male,30-49,2019,2.514926619648512
2008,2019-09,RQR84,male,18-29,2019,2.672050740876129
2009,2019-09,RJA71,male,50-64,2019,3.216693369664821
2010,2019-09,VXR13,male,30-49,2019,3.421672338163413
2011,2019-09,KBL53,female,50-64,2019,2.6140379791612536
2012,2019-09,ECQ03,male,30-49,2019,2.182838025770737
2013,2019-09,FNS96,female,30-49,2019,2.2535179941076304
2014,2019-09,ZZQ24,male,30-49,2019,3.8056751875780392
2015,2019-09,EZL70,male,18-29,2019,1.6060997420310301
2016,2019-09,DFG32,female,30-49,2019,1.4301858639173632
2017,2019-09,LKC03,female,30-49,2019,1.2681877366701846
2018,2019-09,CLA50,female,65+,2019,2.589695010408324
2019,2019-09,SKZ24,female,30-49,2019,3.3105871656008583
2020,2019-09,TIJ69,male,30-49,2019,4.066364694822819
2021,2019-09,WKS63,female,30-49,2019,4.595032867260789
2022,2019-09,GCW05,male,30-49,2019,3.0830493769216747
2023,2019-09,NDR97,male,30-49,2019,0.8611036587653549
2024,2019-09,KDZ56,male,18-29,2019,2.399240869751265
2025,2019-09,UKB16,female,30-49,2019,4.046204103445611
2026,2019-09,JWT96,female,30-49,2019,3.7377479831394194
2027,2019-09,HUA58,male,50-64,2019,1.849636172100481
2028,2019-09,NDN53,male,30-49,2019,1.489036733267227
2029,2019-09,XIH52,female,18-29,2019,3.578895920082586
2030,2019-09,IKY01,male,18-29,2019,0.44227634759620704
2031,2019-09,FZX15,female,50-64,2019,3.9497893849769996
2032,2019-09,CII59,male,18-29,2019,2.5249224430514245
2033,2019-09,VNU47,female,30-49,2019,2.390496715896073
2034,2019-09,UGV54,female,18-29,2019,1.3528842092279556
2035,2019-09,KFN16,male,50-64,2019,4.227310415684549
2036,2019-09,XUP46,female,65+,2019,3.7173636718450442
2037,2019-09,DBW36,female,18-29,2019,2.390269761694176
2038,2019-09,KJU37,male,65+,2019,2.1060618425680504
2039,2019-09,VEZ04,female,18-29,2019,5.607774511858523
2040,2019-09,NVE53,female,50-64,2019,2.2926195403692122
2041,2019-09,XDG83,male,50-64,2019,2.913415680806347
2042,2019-09,YBK15,male,50-64,2019,1.5201492995507961
2043,2019-09,ZIQ24,male,18-29,2019,2.288920412941226
2044,2019-09,OGR59,male,18-29,2019,2.071920281943598
2045,2019-09,HYE06,male,30-49,2019,2.3537148456145367
2046,2019-09,TMB91,male,18-29,2019,2.0813441268995496
2047,2019-09,WXF84,female,50-64,2019,1.8575471257023803
2048,2019-09,XXU25,male,18-29,2019,4.065281209320822
2049,2019-09,ZIK60,male,18-29,2019,4.721145957273089
2050,2019-09,GEK46,male,30-49,2019,2.4863940746219466
2051,2019-09,MEB57,male,30-49,2019,3.6288545005551036
2052,2019-09,YVH84,male,50-64,2019,3.167562030210357
2053,2019-09,HCL52,male,18-29,2019,3.822500891097015
2054,2019-09,FYB94,male,30-49,2019,2.322089211329083
2055,2019-09,UCO74,female,50-64,2019,2.542719928471124
2056,2019-09,JMF22,male,65+,2019,3.0524207340851435
2057,2019-09,AXB90,female,18-29,2019,1.775794672293792
2058,2019-09,ROB97,male,50-64,2019,3.7850864682430148
2059,2019-09,WLH11,female,18-29,2019,2.5405574514681613
2060,2019-09,RVF03,female,50-64,2019,3.3056506593905497
2061,2019-09,DFF64,female,18-29,2019,3.725354576945275
2062,2019-09,OKZ40,female,18-29,2019,4.226973264609975
2063,2019-09,DTX14,female,18-29,2019,4.76576532946611
2064,2019-09,WOA52,male,30-49,2019,2.1928003533762457
2065,2019-09,FYC87,male,18-29,2019,3.7735132472056305
2066,2019-09,PIC69,male,30-49,2019,1.2424984315620993
2067,2019-09,EDM80,female,30-49,2019,2.1371502437615364
2068,2019-09,UCA14,male,50-64,2019,0.8642462295248261
2069,2019-09,YRB14,female,18-29,2019,4.056676078779257
2070,2019-09,CRJ98,female,65+,2019,4.989896035911662
2071,2019-09,VGL60,male,30-49,2019,3.1339154878640185
2072,2019-09,AIK78,male,50-64,2019,2.9573742418923383
2073,2019-09,BBY21,female,50-64,2019,2.1799642718903565
2074,2019-09,UUP78,male,18-29,2019,1.582406151153923
2075,2019-09,WGK93,female,18-29,2019,1.5732040842700807
2076,2019-09,QWW63,female,30-49,2019,3.3141914830134827
2077,2019-09,RAJ76,male,30-49,2019,5.35838984378289
2078,2019-09,CSP41,female,18-29,2019,2.901652541507294
2079,2019-09,PTF60,female,18-29,2019,0.29189202164498607
2080,2019-09,FJU28,female,30-49,2019,2.3702029147272903
2081,2019-09,ZEA77,male,50-64,2019,4.646084950192084
2082,2019-09,XRU31,male,18-29,2019,1.2602247725902362
2083,2019-09,ZPH80,female,18-29,2019,3.382257103724259
2084,2019-09,BGD46,female,65+,2019,3.6323060933248112
2085,2019-09,NOD59,male,50-64,2019,4.894414701418267
2086,2019-09,IUQ76,female,18-29,2019,3.0352121319991148
2087,2019-09,LGC11,female,65+,2019,1.6707874139435743
2088,2019-09,TVV83,female,18-29,2019,2.9929202155675947
2089,2019-09,RVD02,male,18-29,2019,4.71628266429204
2090,2019-09,XUD81,female,65+,2019,3.9697020564785133
2091,2019-09,GEW80,male,18-29,2019,2.359978360953955
2092,2019-09,AUK56,male,50-64,2019,1.5183865210417833
2093,2019-09,OEI57,male,18-29,2019,4.176059720375982
2094,2019-09,IAD29,female,18-29,2019,3.884671472924678
2095,2019-09,LMK88,male,50-64,2019,2.7347381327612528
2096,2019-09,ERO80,male,65+,2019,2.91881501906559
2097,2019-09,PEO84,male,30-49,2019,3.3383462546620386
2098,2019-09,NJY80,female,18-29,2019,3.0528081167603625
2099,2019-09,BNI06,male,18-29,2019,1.8702897092848132
2100,2019-10,BCK19,male,18-29,2019,1.9011132029349123
2101,2019-10,ANI81,female,18-29,2019,1.3484395982026167
2102,2019-10,IIG04,female,18-29,2019,1.4097200415874942
2103,2019-10,CPB34,male,30-49,2019,1.295844527869678
2104,2019-10,XCD70,female,30-49,2019,2.893376057954088
2105,2019-10,XOG87,male,30-49,2019,1.5243536455101214
2106,2019-10,IUF65,male,50-64,2019,5.784487710161697
2107,2019-10,VIK75,male,30-49,2019,3.6311270534811397
2108,2019-10,RQR84,male,18-29,2019,3.2110146828381585
2109,2019-10,RJA71,male,50-64,2019,3.550286866637613
2110,2019-10,VXR13,male,30-49,2019,0.6289273562280431
2111,2019-10,KBL53,female,50-64,2019,2.89206949616647
2112,2019-10,ECQ03,male,30-49,2019,1.8447949258975358
2113,2019-10,FNS96,female,30-49,2019,2.290341000063848
2114,2019-10,ZZQ24,male,30-49,2019,3.243539665861368
2115,2019-10,EZL70,male,18-29,2019,1.1804873833161884
2116,2019-10,DFG32,female,30-49,2019,3.6095041223179254
2117,2019-10,LKC03,female,30-49,2019,1.118653855513057
2118,2019-10,CLA50,female,65+,2019,2.4295321517208186
2119,2019-10,SKZ24,female,30-49,2019,6.210301683122417
2120,2019-10,TIJ69,male,30-49,2019,2.383011051298033
2121,2019-10,WKS63,female,30-49,2019,3.035307199271326
2122,2019-10,GCW05,male,30-49,2019,1.2055509249092298
2123,2019-10,NDR97,male,30-49,2019,3.6375712535251017
2124,2019-10,KDZ56,male,18-29,2019,3.1334269027462036
2125,2019-10,UKB16,female,30-49,2019,4.9457007590658755
2126,2019-10,JWT96,female,30-49,2019,2.808977702208534
2127,2019-10,HUA58,male,50-64,2019,5.031370868025587
2128,2019-10,NDN53,male,30-49,2019,2.200412786201247
2129,2019-10,XIH52,female,18-29,2019,4.386533393401814
2130,2019-10,IKY01,male,18-29,2019,4.0684362149863205
2131,2019-10,FZX15,female,50-64,2019,3.846438227786828
2132,2019-10,CII59,male,18-29,2019,3.0507319314367907
2133,2019-10,VNU47,female,30-49,2019,3.026010982422099
2134,2019-10,UGV54,female,18-29,2019,3.6021495010178928
2135,2019-10,KFN16,male,50-64,2019,3.9597557891788115
2136,2019-10,XUP46,female,65+,2019,3.227415854998295
2137,2019-10,DBW36,female,18-29,2019,2.4105092817153575
2138,2019-10,KJU37,male,65+,2019,2.0158114854213145
2139,2019-10,VEZ04,female,18-29,2019,4.807707158631965
2140,2019-10,NVE53,female,50-64,2019,3.9473122847332935
2141,2019-10,XDG83,male,50-64,2019,2.466404072966056
2142,2019-10,YBK15,male,50-64,2019,0.6957188786156792
2143,2019-10,ZIQ24,male,18-29,2019,3.5493335282522893
2144,2019-10,OGR59,male,18-29,2019,3.9865991276111528
2145,2019-10,HYE06,male,30-49,2019,0.3892991414023257
2146,2019-10,TMB91,male,18-29,2019,2.8128365121519696
2147,2019-10,WXF84,female,50-64,2019,1.7635818207429343
2148,2019-10,XXU25,male,18-29,2019,5.61313321750219
2149,2019-10,ZIK60,male,18-29,2019,2.911818405406897
2150,2019-10,GEK46,male,30-49,2019,0.2955951822423719
2151,2019-10,MEB57,male,30-49,2019,2.559959968484586
2152,2019-10,YVH84,male,50-64,2019,1.1265631565937153
2153,2019-10,HCL52,male,18-29,2019,4.070797786383806
2154,2019-10,FYB94,male,30-49,2019,3.005680745968226
2155,2019-10,UCO74,female,50-64,2019,1.7425588419930806
2156,2019-10,JMF22,male,65+,2019,3.997519963761509
2157,2019-10,AXB90,female,18-29,2019,4.669554450766567
2158,2019-10,ROB97,male,50-64,2019,1.054621148015076
2159,2019-10,WLH11,female,18-29,2019,0.8694946041741862
2160,2019-10,RVF03,female,50-64,2019,6.411285934814106
2161,2019-10,DFF64,female,18-29,2019,3.43673784860691
2162,2019-10,OKZ40,female,18-29,2019,4.283857459341811
2163,2019-10,DTX14,female,18-29,2019,0.7809002315534883
2164,2019-10,WOA52,male,30-49,2019,1.2717426702408612
2165,2019-10,FYC87,male,18-29,2019,3.1141252462751052
2166,2019-10,PIC69,male,30-49,2019,2.5665106498845973
2167,2019-10,EDM80,female,30-49,2019,3.4191124481056776
2168,2019-10,UCA14,male,50-64,2019,2.126432184994191
2169,2019-10,YRB14,female,18-29,2019,3.3966849464334277
2170,2019-10,CRJ98,female,65+,2019,1.3254908275175525
2171,2019-10,VGL60,male,30-49,2019,5.27105363348357
2172,2019-10,AIK78,male,50-64,2019,2.0080505834560047
2173,2019-10,BBY21,female,50-64,2019,0.7701159078841151
2174,2019-10,UUP78,male,18-29,2019,2.4110977311455137
2175,2019-10,WGK93,female,18-29,2019,3.0186282401601536
2176,2019-10,QWW63,female,30-49,2019,4.374696328646339
2177,2019-10,RAJ76,male,30-49,2019,2.562548253267126
2178,2019-10,CSP41,female,18-29,2019,3.448858364260841
2179,2019-10,PTF60,female,18-29,2019,1.7744401993956922
2180,2019-10,FJU28,female,30-49,2019,1.694447114361592
2181,2019-10,ZEA77,male,50-64,2019,4.2744399711930425
2182,2019-10,XRU31,male,18-29,2019,1.3305262418588675
2183,2019-10,ZPH80,female,18-29,2019,2.6614980154528665
2184,2019-10,BGD46,female,65+,2019,1.5255701992974031
2185,2019-10,NOD59,male,50-64,2019,3.663704184472953
2186,2019-10,IUQ76,female,18-29,2019,3.2157341488574773
2187,2019-10,LGC11,female,65+,2019,0.2519762292403698
2188,2019-10,TVV83,female,18-29,2019,2.859931579182421
2189,2019-10,RVD02,male,18-29,2019,1.7573533041895921
2190,2019-10,XUD81,female,65+,2019,2.5036424907716555
2191,2019-10,GEW80,male,18-29,2019,3.1407312978385864
2192,2019-10,AUK56,male,50-64,2019,3.746418290200429
2193,2019-10,OEI57,male,18-29,2019,2.3401689964324457
2194,2019-10,IAD29,female,18-29,2019,0.5988008976443044
2195,2019-10,LMK88,male,50-64,2019,1.050355290047471
2196,2019-10,ERO80,male,65+,2019,4.312779395803522
2197,2019-10,PEO84,male,30-49,2019,2.7307954139188912
2198,2019-10,NJY80,female,18-29,2019,2.080282909549501
2199,2019-10,BNI06,male,18-29,2019,2.9912642855464577
2200,2019-11,BCK19,male,18-29,2019,2.9821031394390785
2201,2019-11,ANI81,female,18-29,2019,3.7394719760856963
2202,2019-11,IIG04,female,18-29,2019,5.503852383868708
2203,2019-11,CPB34,male,30-49,2019,4.22563144377512
2204,2019-11,XCD70,female,30-49,2019,1.3916577376266208
2205,2019-11,XOG87,male,30-49,2019,1.8429196933366838
2206,2019-11,IUF65,male,50-64,2019,3.3558782794838664
2207,2019-11,VIK75,male,30-49,2019,1.4655539230073793
2208,2019-11,RQR84,male,18-29,2019,3.845950728836403
2209,2019-11,RJA71,male,50-64,2019,3.4717491343656737
2210,2019-11,VXR13,male,30-49,2019,1.6130338999036278
2211,2019-11,KBL53,female,50-64,2019,4.131998786525635
2212,2019-11,ECQ03,male,30-49,2019,3.844621884811419
2213,2019-11,FNS96,female,30-49,2019,2.0502224877723494
2214,2019-11,ZZQ24,male,30-49,2019,2.7047476780053255
2215,2019-11,EZL70,male,18-29,2019,1.6185384239675613
2216,2019-11,DFG32,female,30-49,2019,0.8268699403438211
2217,2019-11,LKC03,female,30-49,2019,4.182530964649051
2218,2019-11,CLA50,female,65+,2019,3.218133045910678
2219,2019-11,SKZ24,female,30-49,2019,0.5994662726543778
2220,2019-11,TIJ69,male,30-49,2019,2.8158867703598602
